game,arm,rewardArm,turn,level,lives,gold,score,tier,adId,message,reward,expiresIn,success
14,NONE,NA,5,0,2,94,94,"Piece of cake","ANkvtQbl","Help Deangelo Victors to clean their cat",9,5,true
14,NONE,NA,6,0,2,103,103,"Walk in the park","12TvABuu","Help Nur Martinson to write their biographical novel about their difficulties with a deranged horse",23,5,true
14,NONE,HIGH,7,0,2,126,126,"Quite likely","5IgIJT2j","Escort Kyveli Guðmundsdóttir to grassland in Fernspring where they can meet with their long lost bucket",90,7,true
14,NONE,HIGH,8,0,2,216,216,"Piece of cake","BM6P9QBe","Escort Grigol Gardner to steppe in Lightscale where they can meet with their long lost sheep",68,6,true
14,NONE,LOW,9,0,2,284,284,"Hmmm....","FQOdiez4","Help Shapur Westcott to sell an unordinary sheep on the local market",20,5,false
14,NONE,HIGH,11,0,2,234,284,"Hmmm....","2IniCm75","Escort Pinar Wendler to peninsula in Strongchester where they can meet with their long lost clothes",53,4,false
14,NONE,NA,13,0,2,184,284,"Piece of cake","OZs8fKhO","Help Kleon Threston to write their biographical novel about their difficulties with a deranged chicken",38,6,true
14,NONE,HIGH,14,0,2,222,322,"Hmmm....","VwrAKjjC","Help Nienke Breckenridge to write their biographical novel about their difficulties with a deranged wagon",41,7,true
14,NONE,LOW,15,0,2,263,363,"Hmmm....","UnZzP17A","Create an advertisement campaign for Odysseus Giel to promote their water based business",18,6,true
14,NONE,HIGH,16,0,2,281,381,"Piece of cake","TzTjOpuR","Steal squirrel delivery to Uttara Robertson and share some of the profits with the people.",54,7,true
14,NONE,LOW,17,0,2,335,435,"Piece of cake","otXRgRgy","Create an advertisement campaign for Dagrun Overton to promote their turnips based business",26,6,true
14,NONE,NA,18,0,2,361,461,"Piece of cake","YmSJKE7a","Help Kaimana Armstrong to sell an unordinary squirrel on the local market",34,3,true
14,NONE,NA,19,0,2,395,495,"Quite likely","0nI81Hax","Escort Joab Cropper to thrift shoppe in Frostham where they can meet with their long lost cat",61,6,true
14,NONE,NA,20,0,2,456,556,"Gamble","vJ7Y6Sci","Help Perdita Hampson to write their biographical novel about their difficulties with a deranged pan",29,4,false
14,NONE,LOW,22,0,2,406,556,"Walk in the park","thz0kgzU","Help defending pasture in Highdrone from the intruders",106,7,true
14,NONE,HIGH,23,0,2,512,662,"Walk in the park","pNKsCZTo","Help defending pasture in Loweham from the intruders",123,5,true
14,NONE,LOW,24,0,2,635,785,"Playing with fire","uQCR4N61","Escort Cengi̇z Underhill to thrift shoppe in Whitehole where they can meet with their long lost weed",60,6,false
14,NONE,NA,26,0,2,585,785,"Piece of cake","6ARERa6U","Help defending plains in Dornmoore from the intruders",78,7,true
14,NONE,NA,27,0,2,663,863,"Sure thing","wDGswN8c","Help defending savannah in Lowehole from the intruders",102,7,true
14,NONE,NA,28,0,2,765,965,"Piece of cake","iVE4fJ4B","Help defending field in Dornhole from the intruders",109,6,true
14,NONE,HIGH,29,0,2,874,1074,"Risky","Htm4KJXj","Investigate Doireann Phillips and find out their relation to the magic dog.",129,3,false
14,NONE,HIGH,31,0,2,824,1074,"Risky","iehFPmUb","Investigate Menashsheh Freeman and find out their relation to the magic squirrel.",125,3,true
14,NONE,LOW,32,0,2,949,1199,"Suicide mission","F1HA6TPH","Help defending peninsula in Bleakkeep from the intruders",73,7,false
14,NONE,HIGH,34,0,2,899,1199,"Walk in the park","fnD7qHnZ","Help defending village in Southhill from the intruders",99,6,true
14,NONE,LOW,35,0,2,998,1298,"Risky","1UkYbIB3","Help defending village in Southtown from the intruders",78,7,false
14,NONE,LOW,37,0,2,948,1298,"Suicide mission","OlQpZ2Wr","Help defending thrift shoppe in Fallmountain from the intruders",81,6,true
14,NONE,HIGH,38,0,2,1029,1379,"Piece of cake","e6gekTxt","Help defending thrift shoppe in Millerhill from the intruders",91,4,true
14,NONE,HIGH,39,0,2,1120,1470,"Walk in the park","eyeAgt2q","Help defending grassland in Lightdale from the intruders",91,4,true
14,NONE,HIGH,40,0,2,1211,1561,"Quite likely","PyepgjDz","Help defending grassland in Masonburg from the intruders",90,5,true
14,NONE,LOW,41,0,2,1301,1651,"Piece of cake","nWf2rffi","Help defending grassland in Voidport from the intruders",73,7,true
14,NONE,LOW,42,0,2,1374,1724,"Quite likely","H6BPWIW7","Help defending savannah in Voidgarden from the intruders",80,5,true
14,NONE,HIGH,43,0,2,1454,1804,"Rather detrimental","sqpYYspA","Help defending thrift shoppe in Frostshore from the intruders",93,7,false
14,NONE,HIGH,45,0,2,1404,1804,"Walk in the park","dkRLHUiX","Help defending field in Razorshaw from the intruders",94,4,false
14,NONE,HIGH,47,0,2,1354,1804,"Gamble","CdrwFnMc","Help defending island in Frostham from the intruders",82,4,false
14,NONE,LOW,49,0,2,1304,1804,"Playing with fire","1csWezcj","Help defending rocky plains in Newshore from the intruders",86,6,false
15,FAST,HIGH,0,0,3,0,0,"Piece of cake","YsFofem4","Create an advertisement campaign for Malaika Spalding to promote their chariot based business",45,7,true
15,FAST,LOW,1,0,3,45,45,"Walk in the park","r4Zom1wU","Help Žarko Snyders to reach an agreement with Ilike Cantrell on the matters of disputed sheep",6,6,true
15,FAST,LOW,2,0,3,51,51,"Walk in the park","yuVJagWA","Help Sionann Kjartansdóttir to clean their clothes",8,6,true
15,FAST,HIGH,3,0,3,59,59,"Piece of cake","VsVBBVNR","Help Einarr Edduson to transport a magic beer mug to plains in Thornsheen",13,4,true
15,FAST,LOW,4,0,3,72,72,"Walk in the park","fiyi6983","Help Buck Christison to reach an agreement with Judocus Hawkins on the matters of disputed potatoes",9,5,true
15,FAST,HIGH,5,0,3,81,81,"Walk in the park","dpRpSiKy","Escort Edit Wembley to thrift shoppe in Northkeep where they can meet with their long lost bucket",79,7,false
15,FAST,NA,6,0,2,81,81,"Sure thing","at0zahTa","Help Guto Bancroft to sell an unordinary weed on the local market",17,4,true
15,FAST,LOW,7,0,2,98,98,"Piece of cake","epAlU8gP","Help Sherif Huldudóttir to reach an agreement with Sjoerd Wootton on the matters of disputed sheep",12,7,true
15,FAST,LOW,9,1,2,10,110,"Piece of cake","zuy7ZGyb","Create an advertisement campaign for Violette Threston to promote their bucket based business",27,4,true
15,FAST,LOW,10,1,2,37,137,"Sure thing","NoYfpF4A","Help Esmond Paternoster to reach an agreement with Sawyl Mottershead on the matters of disputed cat",13,4,true
15,FAST,LOW,11,1,2,50,150,"Sure thing","JHalwWyO","Help Adino Branson to reach an agreement with Yissakhar Millard on the matters of disputed bucket",16,3,true
15,FAST,NA,12,1,2,66,166,"Piece of cake","ACyn6L47","Steal weed delivery to Eutimio Blakeslee and share some of the profits with the people.",79,6,true
15,FAST,LOW,14,2,2,45,245,"Piece of cake","ZIsoiFt6","Rescue Fawn Garrard from savannah in Lightpine where they are attacked by angry weed",22,7,true
15,FAST,LOW,15,2,2,67,267,"Risky","urETdOrn","Create an advertisement campaign for Euripides Scrivens to promote their squirrel based business",25,3,true
15,FAST,LOW,16,2,2,92,292,"Suicide mission","tK4XtzQS","Help Winston Chambers to write their biographical novel about their difficulties with a deranged house",48,5,false
15,FAST,HIGH,18,2,2,42,292,"Piece of cake","1Ayk7FAF","Steal beer mug delivery to Ewen Brittain and share some of the profits with the people.",75,3,true
15,FAST,HIGH,20,3,2,17,367,"Quite likely","yKG5gG36","Create an advertisement campaign for Chibueze Ericson to promote their chicken based business",49,6,false
15,FAST,HIGH,21,3,1,17,367,"Piece of cake","l5BtZtAY","Help defending village in Masonmoore from the intruders",166,7,true
15,FAST,LOW,24,4,2,33,533,"Piece of cake","o0VHxu7n","Rescue Anastasiy Winslow from pasture in Newville where they are attacked by angry squirrel",22,4,true
15,FAST,LOW,25,4,2,55,555,"Walk in the park","oMRZ6opF","Rescue Sigi Sandford from savannah in Whitedrone where they are attacked by angry water",18,3,true
15,FAST,LOW,26,4,2,73,573,"Walk in the park","RDL3XYS8","Rescue Patricia Huddleston from steppe in Masonkeep where they are attacked by angry clothes",35,3,true
15,FAST,LOW,28,5,2,8,608,"Quite likely","1ckLyHn3","Rescue Pravina Turnbull from meadow in Voidseed where they are attacked by angry horse",28,6,true
15,FAST,LOW,29,5,2,36,636,"Quite likely","87eXOmhQ","Rescue Mirjana Statham from pasture in Sharpwatch where they are attacked by angry wagon",43,4,false
15,FAST,LOW,30,5,1,36,636,"Quite likely","LHNXFf2y","Rescue Hiltrud Hallman from village in Bloodheart where they are attacked by angry clothes",46,5,true
15,FAST,LOW,32,5,2,32,682,"Piece of cake","Xs8FTgHC","Help defending steppe in Metalcawl from the intruders",131,4,true
15,FAST,HIGH,34,6,2,63,813,"Piece of cake","S8ct1iSQ","Help defending peninsula in Towerchester from the intruders",173,7,true
15,FAST,HIGH,35,6,2,236,986,"Piece of cake","84G6OnJS","Help defending thrift shoppe in Razorcawl from the intruders",170,3,false
15,FAST,LOW,37,6,2,186,986,"Piece of cake","2RXFiYmU","Help defending savannah in Everton from the intruders",139,6,true
15,FAST,LOW,38,6,2,325,1125,"Walk in the park","a3qFbJ8t","Help defending pasture in Frosthole from the intruders",147,4,true
15,FAST,HIGH,39,6,2,472,1272,"Piece of cake","5YwMEFPw","Help defending meadow in Sharpshaw from the intruders",163,3,true
15,FAST,LOW,40,6,2,635,1435,"Rather detrimental","QH1e4P2n","Help defending grassland in Lowedale from the intruders",139,3,true
15,FAST,HIGH,41,6,2,774,1574,"Piece of cake","Jo1zYICb","Help defending steppe in Masonwell from the intruders",131,5,true
15,FAST,HIGH,42,6,2,905,1705,"Playing with fire","nlojwJid","Help defending village in Ridgepine from the intruders",168,3,true
15,FAST,LOW,43,6,2,1073,1873,"Walk in the park","p2K0qfvG","Help defending thrift shoppe in Dovepine from the intruders",130,6,true
15,FAST,HIGH,44,6,2,1203,2003,"Suicide mission","w2Epy7tY","Help defending pasture in Northport from the intruders",130,3,false
15,FAST,LOW,46,6,2,1153,2003,"Suicide mission","KwSz6bEL","Help defending church in Fangfair from the intruders",78,5,false
15,FAST,LOW,48,6,2,1103,2003,"Suicide mission","IQYJSYsp","Help defending cave in Frostspring from the intruders",101,7,false
16,NONE,LOW,0,0,3,0,0,"Hmmm....","wZWQayqq","Help Cailin Lincoln to transport a magic chariot to savannah in Millerfirth",13,7,true
16,NONE,HIGH,1,0,3,13,13,"Walk in the park","5GSIoY2g","Help Diego Radcliff to sell an unordinary cat on the local market",24,6,true
16,NONE,HIGH,2,0,3,37,37,"Hmmm....","K8Ubip6U","Create an advertisement campaign for Tahmuras Giffard to promote their cat based business",38,5,true
16,NONE,LOW,3,0,3,75,75,"Walk in the park","ji0UZXnI","Help Gallagher Sowards to transport a magic horse to plains in Blackbane",11,4,true
16,NONE,LOW,4,0,3,86,86,"Piece of cake","YE9R2MEU","Help Györgyi Hopkins to clean their sheep",4,7,true
16,NONE,NA,5,0,3,90,90,"Piece of cake","EZgK1LWP","Create an advertisement campaign for Dinesha Ledford to promote their cat based business",24,7,true
16,NONE,NA,6,0,3,114,114,"Walk in the park","K73pLBTK","Steal horse delivery to Jolanta Edgell and share some of the profits with the people.",45,4,true
16,NONE,LOW,7,0,3,159,159,"Piece of cake","iRbBHLys","Help Dimitar Randell to reach an agreement with Aithan Courtier on the matters of disputed sheep",12,7,true
16,NONE,HIGH,8,0,3,171,171,"Piece of cake","MSf85tL7","Steal pan delivery to Ilda Shelton and share some of the profits with the people.",52,6,true
16,NONE,LOW,9,0,3,223,223,"Piece of cake","gwhaAxVp","Help Philomena D'airelle to transport a magic turnips to thrift shoppe in Penham",17,5,true
16,NONE,HIGH,10,0,3,240,240,"Gamble","qAj2BAvj","Create an advertisement campaign for Haven Gabriels to promote their dog based business",37,3,false
16,NONE,LOW,11,0,2,240,240,"Walk in the park","f5RRTIn3","Create an advertisement campaign for Orsina Jephson to promote their chariot based business",29,7,true
16,NONE,HIGH,12,0,2,269,269,"Piece of cake","S59LetFo","Steal sheep delivery to Batbayar Eglington and share some of the profits with the people.",47,4,false
16,NONE,LOW,14,0,2,219,269,"Piece of cake","QxF08PCI","Help Noelani Thwaite to sell an unordinary pot on the local market",28,6,true
16,NONE,LOW,15,0,2,247,297,"Piece of cake","z4Mabkup","Help Antelmo Haywood to write their biographical novel about their difficulties with a deranged dog",30,7,true
16,NONE,HIGH,16,0,2,277,327,"Piece of cake","SdPQ7Gav","Steal cat delivery to Hajar Tittensor and share some of the profits with the people.",58,5,true
16,NONE,LOW,17,0,2,335,385,"Piece of cake","Tz7T57TQ","Help Aridai Kynaston to write their biographical novel about their difficulties with a deranged bucket",32,4,true
16,NONE,HIGH,18,0,2,367,417,"Quite likely","v0YSVpyu","Escort Manfredo Thurstan to pasture in Greymere where they can meet with their long lost dog",57,7,true
16,NONE,HIGH,19,0,2,424,474,"Piece of cake","E4UhLwUI","Steal wagon delivery to Sunčica Peacock and share some of the profits with the people.",61,5,true
16,NONE,HIGH,20,0,2,485,535,"Gamble","SL6afiEk","Escort Tamari Everett to grassland in Dornton where they can meet with their long lost house",68,6,true
16,NONE,HIGH,21,0,2,553,603,"Piece of cake","1rJaS3K2","Steal potatoes delivery to Kaui Ellsworth and share some of the profits with the people.",59,3,true
16,NONE,NA,22,0,2,612,662,"Piece of cake","yyVhq9dx","Steal weed delivery to Božena Yohe and share some of the profits with the people.",58,3,false
16,NONE,NA,24,0,2,562,662,"Sure thing","mjlGDgvu","Help defending pasture in Redscale from the intruders",106,7,true
16,NONE,LOW,25,0,2,668,768,"Risky","3hrIW7vI","Escort Amabilia Solomon to thrift shoppe in Orrincawl where they can meet with their long lost clothes",71,5,true
16,NONE,LOW,26,0,2,739,839,"Hmmm....","GGdzUejL","Escort Saulė Arneson to steppe in Fernwatch where they can meet with their long lost turnips",66,4,true
16,NONE,HIGH,27,0,2,805,905,"Risky","kMqneYHK","Help defending village in Sharpheart from the intruders",113,5,false
16,NONE,LOW,29,0,2,755,905,"Piece of cake","Sy4BIigW","Help defending savannah in Southfair from the intruders",104,5,false
16,NONE,HIGH,31,0,2,705,905,"Piece of cake","i3sk83fR","Steal super awesome diamond pan from Mandy Summers",168,7,false
16,NONE,HIGH,33,0,2,655,905,"Piece of cake","PZHNGXCp","Steal super awesome diamond water from Martita Sappington",161,3,false
16,NONE,LOW,35,0,2,605,905,"Piece of cake","GTJdsXpP","Help defending field in Scaleport from the intruders",83,7,true
16,NONE,HIGH,36,0,2,688,988,"Walk in the park","AvaBRUPI","Help defending meadow in Voidpine from the intruders",104,6,true
16,NONE,HIGH,37,0,2,792,1092,"Walk in the park","4AplDFGs","Help defending pasture in Millerheart from the intruders",97,3,true
16,NONE,NA,38,0,2,889,1189,"Sure thing","NMpBuBYz","Steal super awesome diamond dog from Jeff Suggitt",178,3,false
16,NONE,HIGH,40,0,2,839,1189,"Sure thing","xLl9hsTI","Steal super awesome diamond wagon from Constanze Wyndham",163,6,false
16,NONE,LOW,42,0,2,789,1189,"Sure thing","Om3qWveo","Steal super awesome diamond water from Saija Masters",141,4,false
16,NONE,HIGH,44,0,2,739,1189,"Piece of cake","tJhkDO1C","Steal super awesome diamond clothes from Lane Brasher",187,6,false
16,NONE,HIGH,46,0,2,689,1189,"Piece of cake","UF6nh1Wt","Steal super awesome diamond horse from Madara Nicolson",168,5,false
16,NONE,HIGH,48,0,2,639,1189,"Suicide mission","9QFXPVeq","Help defending rocky plains in Millerville from the intruders",83,5,false
17,FAST,HIGH,0,0,3,0,0,"Sure thing","Ho6pfcbI","Steal house delivery to Bertina Hudnall and share some of the profits with the people.",60,7,true
17,FAST,HIGH,1,0,3,60,60,"Hmmm....","v78idqs1","Escort Xiomara Michaels to thrift shoppe in Whitewhyte where they can meet with their long lost horse",58,6,true
17,FAST,LOW,3,1,3,18,118,"Quite likely","advMpLdo","Help Theotleip Delaney to reach an agreement with Aldo Mottershead on the matters of disputed cat",8,6,true
17,FAST,LOW,4,1,3,26,126,"Walk in the park","vDr6KXOv","Help Catia Waterman to sell an unordinary beer mug on the local market",26,3,true
17,FAST,NA,5,1,3,52,152,"Piece of cake","iivn6b87","Help Vidar Meadows to clean their cat",9,6,true
17,FAST,NA,6,1,3,61,161,"Walk in the park","YhIGhwo8","Create an advertisement campaign for Rodya Nielson to promote their potatoes based business",40,7,false
17,FAST,LOW,7,1,2,61,161,"Quite likely","s8pnH3B4","Help Filipa Tollemache to reach an agreement with Bassam Ledford on the matters of disputed squirrel",10,7,false
17,FAST,HIGH,9,1,2,11,161,"Quite likely","N9UnuOs5","Help Keira Sigurðardóttir to write their biographical novel about their difficulties with a deranged sheep",44,6,true
17,FAST,HIGH,10,1,2,55,205,"Walk in the park","GE9jsf1C","Create an advertisement campaign for Ronnie Dennell to promote their turnips based business",22,5,true
17,FAST,LOW,11,1,2,77,227,"Quite likely","1kdP93C5","Help Patricio Wannell to transport a magic cat to field in Strongkeep",25,3,false
17,FAST,NA,13,1,2,27,227,"Gamble","lHvDS3Xe","Help Sargon Keighley to write their biographical novel about their difficulties with a deranged sheep",26,5,true
17,FAST,HIGH,14,1,2,53,253,"Risky","tGgGSfRc","Help Frigg Westbrook to write their biographical novel about their difficulties with a deranged turnips",44,7,true
17,FAST,HIGH,15,1,2,97,297,"Gamble","db25ERZp","Help Endre Kellogg to write their biographical novel about their difficulties with a deranged pan",40,6,false
